#            r                  2P                  2S                  1S
      0.007721400888      0.000367506762      0.046056712260      0.204165494827
      0.007783419840      0.000373364734      0.046409164117      0.205728527897
      0.007845936934      0.000379315517      0.046764170680      0.207302906204
      0.007908956170      0.000385360568      0.047121748150      0.208888702094
      0.007972481582      0.000391501367      0.047481912792      0.210485988207
      0.008036517236      0.000397739416      0.047844680935      0.212094837477
      0.008101067230      0.000404076241      0.048210068970      0.213715323130
      0.008166135694      0.000410513391      0.048578093351      0.215347518681
      0.008231726795      0.000417052438      0.048948770593      0.216991497932
      0.008297844728      0.000423694981      0.049322117273      0.218647334973
      0.008364493726      0.000430442641      0.049698150027      0.220315104174
      0.008431678055      0.000437297065      0.050076885552      0.221994880187
      0.008499402014      0.000444259926      0.050458340605      0.223686737945
      0.008567669938      0.000451332922      0.050842532002      0.225390752654
      0.008636486195      0.000458517777      0.051229476614      0.227106999795
      0.008705855191      0.000465816244      0.051619191374      0.228835555119
      0.008775781364      0.000473230098      0.052011693269      0.230576494646
      0.008846269191      0.000480761147      0.052406999341      0.232329894663
      0.008917323181      0.000488411223      0.052805126690      0.234095831716
      0.008988947883      0.000496182188      0.053206092469      0.235874382613
      0.009061147881      0.000504075931      0.053609913885      0.237665624418
      0.009133927796      0.000512094372      0.054016608197      0.239469634450
      0.009207292285      0.000520239459      0.054426192718      0.241286490274
      0.009281246044      0.000528513171      0.054838684810      0.243116269706
      0.009355793806      0.000536917517      0.055254101887      0.244959050803
      0.009430940341      0.000545454536      0.055672461411      0.246814911862
      0.009506690461      0.000554126300      0.056093780895      0.248683931416
      0.009583049011      0.000562934912      0.056518077895      0.250566188231
      0.009660020880      0.000571882505      0.056945370019      0.252461761300
      0.009737610994      0.000580971250      0.057375674916      0.254370729843
      0.009815824318      0.000590203345      0.057809010281      0.256293173297
      0.009894665858      0.000599581026      0.058245393854      0.258229171317
      0.009974140661      0.000609106563      0.058684843416      0.260178803770
      0.010054253811      0.000618782258      0.059127376787      0.262142150730
      0.010135010438      0.000628610450      0.059573011831      0.264119292474
      0.010216415708      0.000638593514      0.060021766448      0.266110309476
      0.010298474832      0.000648733862      0.060473658577      0.268115282405
      0.010381193063      0.000659033940      0.060928706193      0.270134292118
      0.010464575693      0.000669496233      0.061386927305      0.272167419654
      0.010548628060      0.000680123265      0.061848339958      0.274214746233
      0.010633355542      0.000690917598      0.062312962227      0.276276353245
      0.010718763563      0.000701881831      0.062780812219      0.278352322251
      0.010804857589      0.000713018605      0.063251908072      0.280442734970
      0.010891643129      0.000724330600      0.063726267950      0.282547673281
      0.010979125738      0.000735820538      0.064203910045      0.284667219212
      0.011067311014      0.000747491181      0.064684852575      0.286801454934
      0.011156204603      0.000759345333      0.065169113779      0.288950462760
      0.011245812192      0.000771385842      0.065656711921      0.291114325131
